id,type_transaction,type_bien,prix,superficie,chambres,salles_bain,ville,quartier,annee_construction,type_courtier,date_publi,terrain_pi2,etages,garage,etage_unite,frais_condo,ascenseur,description
P0143,LOCATION,CONDO,990,665,2,1.5,Sherbrooke,Centre-ville - Boulevard Portland,1996,PROPRIETAIRE_DIRECT,2026-07-08,,,,12,0,true,Condo moderne avec aire ouverte et grandes fenetres
P0144,VENTE,CONDO,472000,860,3,1.5,Montreal,Villeray - Avenue du Parc,1982,COURTIER,2026-06-19,,,,7,397,true,Logement pratique et ideal pour un premier achat
P0145,VENTE,CONDO,499000,1106,1,1.5,Longueuil,Saint-Hubert - Chemin de Chambly,2014,COURTIER,2026-08-29,,,,7,386,false,Condo moderne avec aire ouverte et grandes fenetres
P0146,VENTE,MAISON,652000,1407,5,2.5,Longueuil,Vieux-Longueuil - Boulevard Taschereau,1989,PROPRIETAIRE_DIRECT,2026-05-08,3094,2,false,,,,Maison de plain-pied pres des ecoles et des parcs
P0147,LOCATION,MAISON,4790,2579,4,2.5,Laval,Sainte-Rose - Boulevard des Laurentides,1979,PROPRIETAIRE_DIRECT,2026-08-18,5644,2,true,,,,Maison de plain-pied pres des ecoles et des parcs
P0148,LOCATION,MAISON,3370,2736,4,1.0,Sherbrooke,Centre-ville - Rue King,2004,COURTIER,2026-08-14,6480,2,true,,,,Maison de plain-pied pres des ecoles et des parcs
P0149,VENTE,MAISON,1081000,2604,4,3.0,Longueuil,Greenfield Park - Rue Saint-Charles,1975,PROPRIETAIRE_DIRECT,2026-07-07,6221,3,false,,,,Propriete lumineuse avec grande salle de sejour
P0150,VENTE,CONDO,655000,1271,1,2.0,Laval,Vimont - Avenue des Perron,2006,COURTIER,2026-06-24,,,,7,385,false,Condo moderne avec aire ouverte et grandes fenetres
P0151,LOCATION,CONDO,2310,1345,3,2.0,Montreal,Villeray - Boulevard Saint-Laurent,1979,COURTIER,2026-06-24,,,,2,0,false,Unite renovee avec balcon et rangement
P0152,VENTE,MAISON,1281000,2965,3,2.5,Quebec,Limoilou - Boulevard Charest,2021,COURTIER,2026-06-27,7826,1,true,,,,Maison familiale avec cour arriere amenagee
P0153,VENTE,CONDO,660000,1111,1,1.0,Montreal,Rosemont - Rue Sainte-Catherine,1972,COURTIER,2026-07-05,,,,8,560,false,Condo lumineux a distance de marche du metro
P0154,VENTE,CONDO,358000,841,3,1.0,Laval,Duvernay - Rue Principale,1993,PROPRIETAIRE_DIRECT,2026-05-04,,,,12,407,true,Unite renovee avec balcon et rangement
P0155,VENTE,MAISON,1222000,2387,3,2.0,Montreal,Le Plateau - Rue Sainte-Catherine,1990,COURTIER,2026-05-14,5930,3,false,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0156,LOCATION,MAISON,7730,3078,3,2.0,Montreal,Ville-Marie - Rue Saint-Denis,1994,COURTIER,2026-08-07,6094,1,false,,,,Maison de plain-pied pres des ecoles et des parcs
P0157,LOCATION,MAISON,3520,2131,3,2.0,Laval,Duvernay - Avenue des Perron,1989,COURTIER,2026-08-27,4897,1,true,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0158,VENTE,CONDO,411000,1382,2,1.0,Sherbrooke,Fleurimont - Rue Wellington,1966,PROPRIETAIRE_DIRECT,2026-06-04,,,,14,675,false,Appartement au coeur du quartier avec transport a proximite
P0159,LOCATION,CONDO,1780,884,2,2.0,Montreal,Rosemont - Avenue Mont-Royal,2003,PROPRIETAIRE_DIRECT,2026-08-15,,,,13,0,false,Condo lumineux a distance de marche du metro
P0160,LOCATION,MAISON,4750,2688,3,2.5,Longueuil,Saint-Hubert - Boulevard Taschereau,1965,COURTIER,2026-06-14,6695,1,true,,,,Belle residence avec foyer au bois et veranda
P0161,LOCATION,MAISON,3070,1698,5,2.5,Laval,Vimont - Boulevard des Laurentides,2001,COURTIER,2026-06-19,3580,3,true,,,,Maison de plain-pied pres des ecoles et des parcs
P0162,LOCATION,CONDO,1200,549,2,2.0,Montreal,Rosemont - Boulevard Saint-Laurent,2012,PROPRIETAIRE_DIRECT,2026-07-17,,,,3,0,true,Logement pratique et ideal pour un premier achat
P0163,VENTE,CONDO,207000,529,2,1.0,Quebec,Sainte-Foy - Rue Sainte-Catherine,1984,COURTIER,2026-07-20,,,,3,188,false,Unite bien entretenue dans un immeuble recent
P0164,VENTE,CONDO,729000,1190,3,1.0,Montreal,Ville-Marie - Boulevard Saint-Laurent,1955,COURTIER,2026-08-16,,,,14,455,true,Unite renovee avec balcon et rangement
P0165,VENTE,MAISON,518000,1426,5,3.0,Quebec,Sainte-Foy - Rue Saint-Jean,1999,COURTIER,2026-05-05,5369,3,true,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0166,VENTE,CONDO,269000,573,2,2.0,Laval,Chomedey - Boulevard des Laurentides,2007,COURTIER,2026-06-10,,,,9,173,false,Condo moderne avec aire ouverte et grandes fenetres
P0167,VENTE,MAISON,732000,1991,4,2.5,Laval,Chomedey - Rue Principale,1969,PROPRIETAIRE_DIRECT,2026-07-20,4826,1,false,,,,Propriete lumineuse avec grande salle de sejour
P0168,VENTE,CONDO,386000,488,1,2.0,Montreal,Verdun - Rue Saint-Denis,2019,COURTIER,2026-07-06,,,,14,180,true,Appartement au coeur du quartier avec transport a proximite
P0169,VENTE,CONDO,653000,1272,1,1.5,Laval,Vimont - Boulevard Saint-Martin,2025,COURTIER,2026-08-27,,,,2,469,true,Condo moderne avec aire ouverte et grandes fenetres
P0170,VENTE,CONDO,439000,633,1,2.0,Montreal,Verdun - Boulevard Saint-Laurent,1996,COURTIER,2026-07-20,,,,11,343,true,Appartement au coeur du quartier avec transport a proximite
P0171,VENTE,MAISON,917000,3182,4,3.0,Sherbrooke,Centre-ville - Boulevard Portland,1966,COURTIER,2026-05-26,7089,3,true,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0172,VENTE,MAISON,524000,2016,3,2.5,Sherbrooke,Rock Forest - Rue King,1967,COURTIER,2026-08-29,5065,2,false,,,,Maison spacieuse dans un secteur tranquille
P0173,VENTE,MAISON,1814000,3194,3,2.5,Montreal,Villeray - Rue Sainte-Catherine,2012,COURTIER,2026-06-19,7592,2,true,,,,Propriete lumineuse avec grande salle de sejour
P0174,VENTE,MAISON,1529000,2385,5,2.5,Montreal,Le Plateau - Rue Saint-Denis,2004,COURTIER,2026-07-15,4898,2,false,,,,Maison spacieuse dans un secteur tranquille
P0175,VENTE,CONDO,569000,984,3,1.0,Montreal,Verdun - Avenue du Parc,1991,PROPRIETAIRE_DIRECT,2026-08-08,,,,7,530,false,Unite renovee avec balcon et rangement
P0176,LOCATION,MAISON,3830,2152,4,1.0,Longueuil,Vieux-Longueuil - Boulevard Taschereau,1994,PROPRIETAIRE_DIRECT,2026-08-21,4516,1,false,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0177,VENTE,CONDO,487000,1163,2,1.0,Laval,Sainte-Rose - Boulevard des Laurentides,1955,COURTIER,2026-08-09,,,,1,485,false,Condo moderne avec aire ouverte et grandes fenetres
P0178,VENTE,CONDO,560000,945,2,2.0,Montreal,Le Plateau - Rue Saint-Denis,1965,PROPRIETAIRE_DIRECT,2026-07-19,,,,11,321,false,Condo moderne avec aire ouverte et grandes fenetres
P0179,LOCATION,CONDO,1120,594,3,1.5,Longueuil,Greenfield Park - Chemin de Chambly,1996,PROPRIETAIRE_DIRECT,2026-08-16,,,,2,0,true,Condo lumineux a distance de marche du metro
P0180,VENTE,CONDO,510000,933,3,1.0,Montreal,Verdun - Boulevard Saint-Laurent,1978,PROPRIETAIRE_DIRECT,2026-06-09,,,,8,297,false,Unite bien entretenue dans un immeuble recent
P0181,VENTE,CONDO,427000,758,1,1.5,Laval,Chomedey - Boulevard des Laurentides,2009,COURTIER,2026-08-29,,,,5,343,true,Condo moderne avec aire ouverte et grandes fenetres
P0182,LOCATION,MAISON,2250,1284,4,2.5,Montreal,Ahuntsic - Avenue du Parc,1956,COURTIER,2026-05-25,6601,3,true,,,,Belle residence avec foyer au bois et veranda
P0183,VENTE,CONDO,379000,847,1,1.5,Laval,Duvernay - Avenue des Perron,1999,COURTIER,2026-05-25,,,,6,289,false,Unite renovee avec balcon et rangement
P0184,VENTE,MAISON,1249000,2386,3,2.0,Montreal,Le Plateau - Avenue du Parc,2009,COURTIER,2026-06-17,7128,2,false,,,,Maison spacieuse dans un secteur tranquille
P0185,VENTE,CONDO,259000,738,3,1.0,Quebec,Limoilou - Boulevard Charest,1960,COURTIER,2026-06-09,,,,10,255,false,Appartement au coeur du quartier avec transport a proximite
P0186,VENTE,MAISON,1445000,3127,4,2.0,Quebec,Limoilou - Avenue Cartier,2019,COURTIER,2026-06-20,5171,1,false,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0187,LOCATION,CONDO,810,566,3,2.0,Sherbrooke,Centre-ville - Rue Wellington,1996,COURTIER,2026-07-29,,,,13,0,false,Condo lumineux a distance de marche du metro
P0188,LOCATION,MAISON,5560,2487,4,3.0,Montreal,Villeray - Boulevard Saint-Laurent,1979,PROPRIETAIRE_DIRECT,2026-08-20,7724,1,false,,,,Maison familiale avec cour arriere amenagee
P0189,LOCATION,MAISON,3610,2265,4,3.0,Laval,Sainte-Rose - Boulevard Saint-Martin,1978,COURTIER,2026-08-07,7318,3,false,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0190,LOCATION,CONDO,1500,942,2,2.0,Quebec,Saint-Roch - Rue Sainte-Catherine,2002,COURTIER,2026-08-28,,,,3,0,true,Condo lumineux a distance de marche du metro
P0191,LOCATION,CONDO,2090,920,2,1.5,Montreal,Verdun - Rue Sainte-Catherine,1962,COURTIER,2026-06-30,,,,8,0,false,Unite renovee avec balcon et rangement
P0192,VENTE,CONDO,993000,1332,2,1.0,Montreal,Ville-Marie - Rue Saint-Denis,2017,PROPRIETAIRE_DIRECT,2026-07-19,,,,7,438,true,Condo lumineux a distance de marche du metro
P0193,LOCATION,CONDO,1590,934,3,1.0,Montreal,Ville-Marie - Rue Sainte-Catherine,1979,COURTIER,2026-08-21,,,,1,0,false,Logement pratique et ideal pour un premier achat
P0194,VENTE,MAISON,1244000,2435,4,3.0,Montreal,Ville-Marie - Avenue Mont-Royal,1956,COURTIER,2026-05-18,5289,1,false,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0195,VENTE,CONDO,368000,852,3,2.0,Longueuil,Saint-Hubert - Chemin de Chambly,2007,COURTIER,2026-05-10,,,,10,275,true,Appartement au coeur du quartier avec transport a proximite
P0196,LOCATION,CONDO,1130,525,2,1.0,Montreal,Villeray - Rue Ontario,1977,PROPRIETAIRE_DIRECT,2026-07-20,,,,11,0,true,Unite renovee avec balcon et rangement
P0197,LOCATION,MAISON,3170,1934,5,1.5,Laval,Sainte-Rose - Boulevard Saint-Martin,1979,COURTIER,2026-08-19,6493,3,true,,,,Maison de plain-pied pres des ecoles et des parcs
P0198,LOCATION,MAISON,2590,2111,3,1.5,Sherbrooke,Fleurimont - Rue Wellington,1990,COURTIER,2026-07-03,7473,3,true,,,,Maison familiale avec cour arriere amenagee
P0199,VENTE,CONDO,226000,604,2,1.0,Quebec,Sainte-Foy - Avenue Cartier,2005,COURTIER,2026-05-15,,,,11,197,true,Condo lumineux a distance de marche du metro
P0200,VENTE,MAISON,755000,2439,4,1.0,Quebec,Montcalm - Boulevard Charest,1972,COURTIER,2026-07-22,7456,1,true,,,,Propriete lumineuse avec grande salle de sejour
P0201,LOCATION,CONDO,1760,1392,3,1.5,Quebec,Sainte-Foy - Rue Sainte-Catherine,1969,COURTIER,2026-07-19,,,,1,0,true,Condo moderne avec aire ouverte et grandes fenetres
P0202,VENTE,MAISON,1216000,2002,5,2.0,Montreal,Villeray - Rue Sainte-Catherine,1993,COURTIER,2026-08-24,3602,1,false,,,,Propriete lumineuse avec grande salle de sejour
P0203,LOCATION,MAISON,2170,1239,4,1.0,Laval,Sainte-Rose - Boulevard Saint-Martin,1971,COURTIER,2026-07-27,4124,1,true,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0204,LOCATION,CONDO,1040,627,1,1.0,Laval,Duvernay - Avenue des Perron,1995,COURTIER,2026-07-26,,,,5,0,true,Unite renovee avec balcon et rangement
P0205,VENTE,MAISON,859000,2325,5,2.5,Quebec,Sainte-Foy - Rue Saint-Jean,1971,COURTIER,2026-08-30,5373,1,true,,,,Maison de plain-pied pres des ecoles et des parcs
P0206,VENTE,CONDO,528000,811,2,1.0,Montreal,Villeray - Rue Sainte-Catherine,2011,COURTIER,2026-08-31,,,,2,313,true,Logement pratique et ideal pour un premier achat
P0207,LOCATION,CONDO,1050,578,3,1.0,Laval,Duvernay - Rue Principale,1956,COURTIER,2026-08-17,,,,6,0,false,Logement pratique et ideal pour un premier achat
P0208,VENTE,CONDO,490000,1062,2,1.0,Laval,Chomedey - Boulevard Saint-Martin,1973,COURTIER,2026-08-21,,,,12,360,false,Logement pratique et ideal pour un premier achat
P0209,VENTE,MAISON,1447000,2835,5,2.0,Longueuil,Vieux-Longueuil - Chemin de Chambly,2021,PROPRIETAIRE_DIRECT,2026-07-13,5210,1,false,,,,Maison familiale avec cour arriere amenagee
P0210,VENTE,CONDO,685000,1393,3,2.0,Longueuil,Greenfield Park - Rue Saint-Charles,2000,COURTIER,2026-07-17,,,,7,521,true,Appartement au coeur du quartier avec transport a proximite
P0211,LOCATION,MAISON,5190,2408,4,2.0,Montreal,Le Plateau - Rue Ontario,1971,COURTIER,2026-06-06,4922,1,true,,,,Maison spacieuse dans un secteur tranquille
P0212,VENTE,MAISON,1448000,2931,4,1.0,Montreal,Ville-Marie - Rue Ontario,1974,COURTIER,2026-07-07,5905,1,false,,,,Maison familiale avec cour arriere amenagee
P0213,VENTE,CONDO,339000,758,1,1.0,Longueuil,Greenfield Park - Rue Saint-Charles,2006,COURTIER,2026-07-29,,,,3,256,true,Condo lumineux a distance de marche du metro
P0214,LOCATION,MAISON,3140,2069,4,1.5,Laval,Vimont - Boulevard des Laurentides,1962,PROPRIETAIRE_DIRECT,2026-07-16,5256,3,false,,,,Belle residence avec foyer au bois et veranda
P0215,VENTE,CONDO,260000,693,1,1.5,Longueuil,Greenfield Park - Rue Saint-Charles,1969,COURTIER,2026-05-23,,,,14,267,false,Condo moderne avec aire ouverte et grandes fenetres
P0216,LOCATION,MAISON,2540,1323,3,1.5,Longueuil,Greenfield Park - Boulevard Taschereau,2011,COURTIER,2026-07-09,4284,1,false,,,,Propriete lumineuse avec grande salle de sejour
P0217,VENTE,MAISON,1344000,2454,5,1.5,Montreal,Verdun - Avenue du Parc,2009,PROPRIETAIRE_DIRECT,2026-08-15,5554,1,true,,,,Maison de plain-pied pres des ecoles et des parcs
P0218,VENTE,MAISON,654000,1752,3,2.5,Quebec,Montcalm - Rue Sainte-Catherine,1959,COURTIER,2026-05-31,5450,2,false,,,,Propriete lumineuse avec grande salle de sejour
P0219,VENTE,MAISON,823000,1584,5,3.0,Montreal,Rosemont - Avenue du Parc,1987,COURTIER,2026-06-26,5846,1,false,,,,Belle residence avec foyer au bois et veranda
P0220,VENTE,CONDO,374000,1112,2,1.0,Sherbrooke,Fleurimont - Rue King,2020,COURTIER,2026-07-15,,,,6,362,true,Unite bien entretenue dans un immeuble recent
P0221,VENTE,CONDO,449000,945,3,1.5,Laval,Sainte-Rose - Boulevard des Laurentides,1972,PROPRIETAIRE_DIRECT,2026-08-14,,,,5,493,false,Condo lumineux a distance de marche du metro
P0222,LOCATION,MAISON,6340,2664,4,2.0,Montreal,Ville-Marie - Rue Sainte-Catherine,1995,COURTIER,2026-07-10,6419,3,false,,,,Maison de plain-pied pres des ecoles et des parcs
P0223,VENTE,CONDO,200000,615,2,2.0,Quebec,Limoilou - Avenue Cartier,1973,COURTIER,2026-06-07,,,,12,243,false,Condo moderne avec aire ouverte et grandes fenetres
P0224,LOCATION,CONDO,2230,1264,1,1.0,Longueuil,Saint-Hubert - Boulevard Taschereau,2013,PROPRIETAIRE_DIRECT,2026-05-31,,,,13,0,false,Condo moderne avec aire ouverte et grandes fenetres
P0225,VENTE,CONDO,954000,1362,1,1.0,Montreal,Verdun - Rue Saint-Denis,2024,COURTIER,2026-08-17,,,,10,555,false,Appartement au coeur du quartier avec transport a proximite
P0226,VENTE,CONDO,661000,1044,1,1.0,Montreal,Villeray - Avenue du Parc,2019,COURTIER,2026-07-09,,,,2,516,true,Condo moderne avec aire ouverte et grandes fenetres
P0227,VENTE,MAISON,638000,1211,3,2.5,Montreal,Rosemont - Avenue Mont-Royal,1989,PROPRIETAIRE_DIRECT,2026-08-17,3708,1,true,,,,Maison spacieuse dans un secteur tranquille
P0228,VENTE,MAISON,524000,1299,4,2.5,Quebec,Sainte-Foy - Boulevard Charest,1994,COURTIER,2026-07-26,6794,3,false,,,,Maison familiale avec cour arriere amenagee
P0229,LOCATION,CONDO,1200,590,2,1.5,Montreal,Villeray - Avenue Mont-Royal,1983,COURTIER,2026-06-05,,,,4,0,true,Appartement au coeur du quartier avec transport a proximite
P0230,VENTE,MAISON,740000,1447,3,2.5,Montreal,Le Plateau - Avenue du Parc,1978,COURTIER,2026-07-27,5123,3,true,,,,Maison de plain-pied pres des ecoles et des parcs
P0231,LOCATION,MAISON,4820,2823,5,2.5,Quebec,Saint-Roch - Rue Sainte-Catherine,1989,COURTIER,2026-06-13,5613,1,false,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0232,LOCATION,CONDO,1550,994,3,1.5,Laval,Duvernay - Boulevard des Laurentides,1988,COURTIER,2026-05-21,,,,7,0,false,Logement pratique et ideal pour un premier achat
P0233,LOCATION,CONDO,1380,1100,3,1.0,Sherbrooke,Rock Forest - Boulevard Portland,2002,COURTIER,2026-07-04,,,,10,0,false,Condo lumineux a distance de marche du metro
P0234,VENTE,MAISON,1088000,2249,4,2.0,Laval,Duvernay - Avenue des Perron,2000,PROPRIETAIRE_DIRECT,2026-06-23,7537,2,true,,,,Maison de plain-pied pres des ecoles et des parcs
P0235,LOCATION,CONDO,1200,588,2,1.0,Laval,Chomedey - Boulevard Saint-Martin,2021,PROPRIETAIRE_DIRECT,2026-07-22,,,,7,0,true,Unite bien entretenue dans un immeuble recent
P0236,LOCATION,MAISON,2910,1183,4,1.0,Montreal,Le Plateau - Avenue du Parc,2004,PROPRIETAIRE_DIRECT,2026-05-04,4366,1,true,,,,Maison spacieuse dans un secteur tranquille
P0237,VENTE,CONDO,458000,756,2,1.0,Montreal,Verdun - Rue Sainte-Catherine,2014,COURTIER,2026-05-18,,,,4,277,true,Unite bien entretenue dans un immeuble recent
P0238,LOCATION,MAISON,4420,3143,3,3.0,Longueuil,Saint-Hubert - Rue Saint-Charles,1977,PROPRIETAIRE_DIRECT,2026-08-12,8454,3,false,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0239,VENTE,CONDO,224000,516,2,2.0,Quebec,Montcalm - Rue Sainte-Catherine,2015,COURTIER,2026-06-01,,,,6,190,true,Appartement au coeur du quartier avec transport a proximite
P0240,LOCATION,CONDO,1180,987,2,1.0,Sherbrooke,Centre-ville - Rue King,1955,COURTIER,2026-05-04,,,,4,0,true,Condo lumineux a distance de marche du metro
P0241,LOCATION,MAISON,4560,2557,4,2.0,Laval,Sainte-Rose - Boulevard des Laurentides,1961,COURTIER,2026-07-01,4869,1,false,,,,Maison spacieuse dans un secteur tranquille
P0242,VENTE,CONDO,315000,740,2,1.0,Laval,Vimont - Avenue des Perron,1981,COURTIER,2026-08-30,,,,11,352,false,Condo moderne avec aire ouverte et grandes fenetres
P0243,LOCATION,CONDO,1110,694,1,1.0,Longueuil,Saint-Hubert - Boulevard Taschereau,2008,PROPRIETAIRE_DIRECT,2026-08-14,,,,3,0,false,Unite bien entretenue dans un immeuble recent
P0244,VENTE,MAISON,1503000,2230,4,2.5,Montreal,Ville-Marie - Avenue Mont-Royal,2015,COURTIER,2026-08-19,5264,2,true,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0245,LOCATION,CONDO,1040,575,2,1.0,Laval,Vimont - Avenue des Perron,1977,COURTIER,2026-05-10,,,,12,0,false,Logement pratique et ideal pour un premier achat
P0246,LOCATION,CONDO,2220,1235,2,1.0,Montreal,Villeray - Avenue du Parc,1974,COURTIER,2026-05-06,,,,6,0,true,Condo moderne avec aire ouverte et grandes fenetres
P0247,VENTE,MAISON,1276000,2426,3,1.0,Montreal,Le Plateau - Rue Sainte-Catherine,1974,PROPRIETAIRE_DIRECT,2026-08-10,5160,1,true,,,,Belle residence avec foyer au bois et veranda
P0248,LOCATION,MAISON,3840,2241,4,2.5,Laval,Chomedey - Rue Principale,1992,COURTIER,2026-05-18,6771,1,true,,,,Belle residence avec foyer au bois et veranda
P0249,LOCATION,MAISON,2220,1302,3,1.5,Laval,Chomedey - Rue Principale,2002,PROPRIETAIRE_DIRECT,2026-08-14,5208,3,true,,,,Maison de plain-pied pres des ecoles et des parcs
P0250,VENTE,CONDO,594000,1261,2,1.0,Laval,Chomedey - Avenue des Perron,2010,COURTIER,2026-08-27,,,,6,482,false,Unite bien entretenue dans un immeuble recent
P0251,VENTE,MAISON,1014000,2127,3,1.5,Laval,Sainte-Rose - Avenue des Perron,2000,COURTIER,2026-08-02,4906,2,true,,,,Propriete lumineuse avec grande salle de sejour
P0252,VENTE,CONDO,392000,862,2,2.0,Longueuil,Saint-Hubert - Boulevard Taschereau,2009,COURTIER,2026-08-26,,,,7,450,true,Logement pratique et ideal pour un premier achat
P0253,VENTE,CONDO,652000,1398,1,1.5,Laval,Duvernay - Avenue des Perron,1989,COURTIER,2026-05-06,,,,9,449,false,Condo moderne avec aire ouverte et grandes fenetres
P0254,LOCATION,MAISON,5100,2905,4,3.0,Montreal,Rosemont - Rue Sainte-Catherine,1967,COURTIER,2026-05-05,4530,1,true,,,,Propriete lumineuse avec grande salle de sejour
P0255,VENTE,MAISON,1043000,2541,4,3.0,Quebec,Sainte-Foy - Boulevard Charest,1988,COURTIER,2026-05-28,5822,2,false,,,,Maison familiale avec cour arriere amenagee
P0256,LOCATION,MAISON,3000,2137,3,1.5,Sherbrooke,Rock Forest - Rue Wellington,2005,COURTIER,2026-06-28,6221,1,false,,,,Maison de plain-pied pres des ecoles et des parcs
P0257,LOCATION,MAISON,3640,1728,3,1.0,Montreal,Le Plateau - Avenue du Parc,2003,COURTIER,2026-05-29,3864,2,true,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0258,LOCATION,CONDO,1910,723,2,2.0,Montreal,Ville-Marie - Avenue Mont-Royal,2021,PROPRIETAIRE_DIRECT,2026-08-01,,,,7,0,false,Logement pratique et ideal pour un premier achat
P0259,VENTE,MAISON,486000,1337,4,2.5,Sherbrooke,Centre-ville - Rue King,2024,PROPRIETAIRE_DIRECT,2026-06-01,2931,2,false,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0260,LOCATION,CONDO,750,606,3,1.5,Sherbrooke,Fleurimont - Rue Wellington,1988,PROPRIETAIRE_DIRECT,2026-08-16,,,,7,0,false,Condo moderne avec aire ouverte et grandes fenetres
P0261,LOCATION,MAISON,3370,2174,5,3.0,Longueuil,Greenfield Park - Rue Saint-Charles,1990,COURTIER,2026-08-11,5103,1,false,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0262,VENTE,MAISON,1149000,2143,4,1.5,Montreal,Ahuntsic - Avenue du Parc,2009,COURTIER,2026-08-10,3755,1,true,,,,Belle residence avec foyer au bois et veranda
P0263,VENTE,CONDO,832000,1334,3,1.0,Montreal,Verdun - Avenue Mont-Royal,1970,COURTIER,2026-07-18,,,,8,441,true,Condo lumineux a distance de marche du metro
P0264,LOCATION,MAISON,5290,3101,3,1.5,Longueuil,Saint-Hubert - Chemin de Chambly,1976,PROPRIETAIRE_DIRECT,2026-06-04,7657,3,false,,,,Maison familiale avec cour arriere amenagee
P0265,VENTE,MAISON,1199000,2792,3,2.0,Laval,Duvernay - Avenue des Perron,1980,COURTIER,2026-08-09,8067,2,true,,,,Maison spacieuse dans un secteur tranquille
P0266,VENTE,CONDO,418000,962,3,1.0,Quebec,Montcalm - Avenue Cartier,1993,COURTIER,2026-08-15,,,,3,516,true,Unite renovee avec balcon et rangement
P0267,LOCATION,MAISON,6370,2498,5,3.0,Montreal,Rosemont - Rue Sainte-Catherine,2020,COURTIER,2026-05-14,4550,3,true,,,,Maison spacieuse dans un secteur tranquille
P0268,VENTE,MAISON,1165000,2081,4,2.0,Montreal,Verdun - Avenue Mont-Royal,1987,COURTIER,2026-07-25,7515,3,true,,,,Maison de plain-pied pres des ecoles et des parcs
P0269,LOCATION,CONDO,1320,551,2,2.0,Montreal,Villeray - Avenue Mont-Royal,1983,COURTIER,2026-06-10,,,,5,0,true,Unite renovee avec balcon et rangement
P0270,LOCATION,CONDO,2750,1217,1,1.0,Montreal,Ville-Marie - Avenue Mont-Royal,1965,COURTIER,2026-07-13,,,,8,0,true,Logement pratique et ideal pour un premier achat
P0271,LOCATION,MAISON,4080,1694,4,2.5,Montreal,Ahuntsic - Rue Saint-Denis,1993,COURTIER,2026-05-08,4612,2,false,,,,Maison de plain-pied pres des ecoles et des parcs
P0272,LOCATION,CONDO,2740,1346,2,2.0,Montreal,Ahuntsic - Rue Saint-Denis,1981,PROPRIETAIRE_DIRECT,2026-05-20,,,,3,0,true,Condo lumineux a distance de marche du metro
P0273,VENTE,CONDO,678000,1349,2,1.0,Quebec,Limoilou - Avenue Cartier,2024,PROPRIETAIRE_DIRECT,2026-07-22,,,,3,577,false,Logement pratique et ideal pour un premier achat
P0274,LOCATION,MAISON,5340,2370,3,3.0,Longueuil,Greenfield Park - Chemin de Chambly,2025,COURTIER,2026-06-25,6157,1,false,,,,Cottage renove avec cuisine moderne et sous-sol fini
P0275,LOCATION,CONDO,2270,1358,2,1.0,Laval,Sainte-Rose - Boulevard Saint-Martin,1956,COURTIER,2026-05-31,,,,10,0,false,Unite bien entretenue dans un immeuble recent
P0276,VENTE,MAISON,1248000,2621,3,2.0,Laval,Sainte-Rose - Rue Principale,2022,COURTIER,2026-05-19,5609,3,false,,,,Maison spacieuse dans un secteur tranquille
P0277,LOCATION,CONDO,1320,546,1,1.0,Montreal,Verdun - Rue Sainte-Catherine,2014,PROPRIETAIRE_DIRECT,2026-06-09,,,,5,0,false,Unite bien entretenue dans un immeuble recent
P0278,VENTE,MAISON,862000,2375,3,2.5,Laval,Duvernay - Rue Principale,1960,COURTIER,2026-06-26,3998,2,false,,,,Maison de plain-pied pres des ecoles et des parcs
P0279,VENTE,MAISON,1390000,2170,4,1.5,Montreal,Rosemont - Rue Ontario,2024,COURTIER,2026-08-31,4462,2,true,,,,Maison familiale avec cour arriere amenagee
P0280,VENTE,MAISON,870000,1700,4,3.0,Laval,Chomedey - Boulevard des Laurentides,2008,COURTIER,2026-08-03,3976,1,false,,,,Maison familiale avec cour arriere amenagee
P0281,LOCATION,CONDO,1400,678,3,1.5,Laval,Duvernay - Boulevard des Laurentides,1983,COURTIER,2026-05-17,,,,6,0,true,Unite bien entretenue dans un immeuble recent
P0282,VENTE,MAISON,1937000,3178,3,2.0,Montreal,Verdun - Rue Ontario,1989,PROPRIETAIRE_DIRECT,2026-06-13,8496,1,false,,,,Maison de plain-pied pres des ecoles et des parcs
P0283,VENTE,CONDO,502000,932,2,1.5,Montreal,Rosemont - Rue Saint-Denis,1978,COURTIER,2026-08-28,,,,14,510,false,Condo moderne avec aire ouverte et grandes fenetres
P0284,VENTE,MAISON,1187000,2279,3,2.5,Montreal,Ville-Marie - Rue Ontario,1992,COURTIER,2026-08-21,4066,2,true,,,,Maison de plain-pied pres des ecoles et des parcs
P0285,VENTE,MAISON,511000,1405,4,1.0,Sherbrooke,Rock Forest - Boulevard Portland,2018,COURTIER,2026-07-11,3055,1,false,,,,Belle residence avec foyer au bois et veranda
